PMC,x,y,z,x_mm,y_mm,z_mm,mineral_id,classification,parent_category
4,-0.139298,0.134518,0.24457199999999998,-139.3,134.52,244.57,4,Felsic,Felsic
5,-0.139299,0.134384,0.24457600000000002,-139.3,134.38,244.58,4,Felsic,Felsic
6,-0.139299,0.13426300000000002,0.244581,-139.3,134.26,244.58,4,Felsic,Felsic
7,-0.1393,0.13413,0.24458600000000005,-139.3,134.13,244.59,4,Felsic,Felsic
8,-0.1393,0.134009,0.24459099999999998,-139.3,134.01,244.59,4,Felsic,Felsic
9,-0.1393,0.133878,0.244596,-139.3,133.88,244.6,4,Felsic,Felsic
10,-0.139301,0.133757,0.244601,-139.3,133.76,244.6,4,Felsic,Felsic
11,-0.139301,0.13363599999999998,0.244604,-139.3,133.64,244.6,4,Felsic,Felsic
12,-0.139302,0.133502,0.244601,-139.3,133.5,244.6,4,Felsic,Felsic
13,-0.139301,0.133381,0.2446,-139.3,133.38,244.6,4,Felsic,Felsic
14,-0.139302,0.13325,0.244598,-139.3,133.25,244.6,1,Pyroxene,Mafic
15,-0.139302,0.13311900000000002,0.244596,-139.3,133.12,244.6,4,Felsic,Felsic
16,-0.139303,0.132995,0.244594,-139.3,133.0,244.59,4,Felsic,Felsic
17,-0.139303,0.132864,0.24459299999999998,-139.3,132.86,244.59,4,Felsic,Felsic
18,-0.139303,0.132743,0.24459099999999998,-139.3,132.74,244.59,4,Felsic,Felsic
19,-0.139303,0.13261199999999998,0.24459,-139.3,132.61,244.59,7,Other,Other
20,-0.139303,0.132491,0.244589,-139.3,132.49,244.59,1,Pyroxene,Mafic
21,-0.13930399999999998,0.132368,0.244587,-139.3,132.37,244.59,2,Olivine,Mafic
22,-0.13930399999999998,0.132237,0.24460300000000001,-139.3,132.24,244.6,1,Pyroxene,Mafic
23,-0.13930499999999998,0.132105,0.244626,-139.3,132.1,244.63,4,Felsic,Felsic
24,-0.13930499999999998,0.131984,0.244648,-139.3,131.98,244.65,4,Felsic,Felsic
25,-0.13930599999999999,0.131854,0.244671,-139.31,131.85,244.67,2,Olivine,Mafic
26,-0.139307,0.13172999999999999,0.24469200000000002,-139.31,131.73,244.69,2,Olivine,Mafic
27,-0.139307,0.131599,0.244713,-139.31,131.6,244.71,4,Felsic,Felsic
28,-0.139308,0.13147799999999998,0.2447300000000001,-139.31,131.48,244.73,4,Felsic,Felsic
29,-0.139308,0.131347,0.24474899999999997,-139.31,131.35,244.75,4,Felsic,Felsic
30,-0.139309,0.131225,0.24476599999999998,-139.31,131.22,244.77,4,Felsic,Felsic
31,-0.13931,0.131102,0.244763,-139.31,131.1,244.76,4,Felsic,Felsic
32,-0.139309,0.13097,0.244756,-139.31,130.97,244.76,4,Felsic,Felsic
33,-0.139309,0.130839,0.24474899999999997,-139.31,130.84,244.75,4,Felsic,Felsic
34,-0.139309,0.130718,0.244743,-139.31,130.72,244.74,4,Felsic,Felsic
35,-0.13931,0.13058499999999998,0.244736,-139.31,130.58,244.74,4,Felsic,Felsic
36,-0.13931,0.13046300000000002,0.244729,-139.31,130.46,244.73,4,Felsic,Felsic
37,-0.13931,0.130332,0.24472199999999997,-139.31,130.33,244.72,4,Felsic,Felsic
38,-0.13931,0.130211,0.24471500000000002,-139.31,130.21,244.72,4,Felsic,Felsic
39,-0.13931,0.13009,0.24470799999999998,-139.31,130.09,244.71,4,Felsic,Felsic
40,-0.139311,0.129957,0.2447010000000001,-139.31,129.96,244.7,4,Felsic,Felsic
41,-0.139311,0.12983599999999998,0.244705,-139.31,129.84,244.7,4,Felsic,Felsic
42,-0.139311,0.12970399999999999,0.244716,-139.31,129.7,244.72,4,Felsic,Felsic
43,-0.139311,0.129573,0.244727,-139.31,129.57,244.73,4,Felsic,Felsic
44,-0.139312,0.129452,0.24473699999999998,-139.31,129.45,244.74,4,Felsic,Felsic
45,-0.13931300000000002,0.12931800000000002,0.244748,-139.31,129.32,244.75,4,Felsic,Felsic
46,-0.13931300000000002,0.129197,0.2447570000000001,-139.31,129.2,244.76,4,Felsic,Felsic
47,-0.13931300000000002,0.12906600000000001,0.244767,-139.31,129.07,244.77,4,Felsic,Felsic
