PMC,x,y,z,x_mm,y_mm,z_mm,mineral_id,classification,parent_category
9,-0.13929,0.134518,0.244731,-139.29,134.52,244.73,2,Olivine,Mafic
10,-0.139293,0.13438699999999998,0.244727,-139.29,134.39,244.73,2,Olivine,Mafic
11,-0.139293,0.134267,0.24472399999999997,-139.29,134.27,244.72,2,Olivine,Mafic
12,-0.139296,0.134135,0.24472,-139.3,134.14,244.72,2,Olivine,Mafic
13,-0.139296,0.134015,0.244716,-139.3,134.01,244.72,2,Olivine,Mafic
14,-0.139296,0.133884,0.244711,-139.3,133.88,244.71,7,Other,Other
15,-0.139296,0.13376300000000002,0.244707,-139.3,133.76,244.71,7,Other,Other
16,-0.139296,0.133643,0.2447030000000001,-139.3,133.64,244.7,2,Olivine,Mafic
17,-0.139298,0.133511,0.244615,-139.3,133.51,244.62,2,Olivine,Mafic
18,-0.139291,0.13338699999999998,0.244273,-139.29,133.39,244.27,7,Other,Other
19,-0.139296,0.133259,0.244506,-139.3,133.26,244.51,1,Pyroxene,Mafic
20,-0.139299,0.133129,0.24468299999999998,-139.3,133.13,244.68,3,Alt. Mafic,Mafic
21,-0.1393,0.133009,0.244718,-139.3,133.01,244.72,3,Alt. Mafic,Mafic
22,-0.13930399999999998,0.132878,0.2447570000000001,-139.3,132.88,244.76,2,Olivine,Mafic
23,-0.13930499999999998,0.132758,0.244792,-139.3,132.76,244.79,2,Olivine,Mafic
24,-0.13930499999999998,0.132627,0.24483000000000002,-139.3,132.63,244.83,2,Olivine,Mafic
25,-0.13930599999999999,0.13250699999999999,0.244865,-139.31,132.51,244.86,2,Olivine,Mafic
26,-0.139307,0.132386,0.2449,-139.31,132.39,244.9,2,Olivine,Mafic
27,-0.139311,0.13225499999999998,0.244939,-139.31,132.26,244.94,2,Olivine,Mafic
28,-0.139311,0.132124,0.2449780000000001,-139.31,132.12,244.98,2,Olivine,Mafic
29,-0.139312,0.132003,0.244997,-139.31,132.0,245.0,1,Pyroxene,Mafic
30,-0.139309,0.131873,0.244848,-139.31,131.87,244.85,4,Felsic,Felsic
31,-0.139309,0.131751,0.244653,-139.31,131.75,244.65,4,Felsic,Felsic
32,-0.139307,0.13162100000000002,0.24459299999999998,-139.31,131.62,244.59,2,Olivine,Mafic
33,-0.13930599999999999,0.1315,0.244538,-139.31,131.5,244.54,6,Alteration,Alteration
34,-0.13930499999999998,0.13137000000000001,0.2444780000000001,-139.3,131.37,244.48,1,Pyroxene,Mafic
35,-0.13930399999999998,0.131249,0.24442399999999997,-139.3,131.25,244.42,4,Felsic,Felsic
36,-0.139307,0.131129,0.244375,-139.31,131.13,244.38,4,Felsic,Felsic
37,-0.13930599999999999,0.130998,0.244315,-139.31,131.0,244.32,4,Felsic,Felsic
38,-0.13930399999999998,0.130868,0.2442550000000001,-139.3,130.87,244.26,4,Felsic,Felsic
39,-0.13930599999999999,0.130748,0.244308,-139.31,130.75,244.31,2,Olivine,Mafic
40,-0.13931,0.130616,0.24454,-139.31,130.62,244.54,2,Olivine,Mafic
41,-0.139316,0.130494,0.2447,-139.32,130.49,244.7,6,Alteration,Alteration
42,-0.139316,0.130364,0.24469499999999997,-139.32,130.36,244.69,6,Alteration,Alteration
43,-0.139316,0.130243,0.24469000000000002,-139.32,130.24,244.69,6,Alteration,Alteration
44,-0.139316,0.13012200000000002,0.24468600000000001,-139.32,130.12,244.69,2,Olivine,Mafic
45,-0.139316,0.129992,0.24468099999999998,-139.32,129.99,244.68,1,Pyroxene,Mafic
46,-0.139319,0.12987100000000001,0.2446760000000001,-139.32,129.87,244.68,1,Pyroxene,Mafic
47,-0.13932,0.12974000000000002,0.244671,-139.32,129.74,244.67,1,Pyroxene,Mafic
48,-0.139319,0.12961,0.244666,-139.32,129.61,244.67,1,Pyroxene,Mafic
49,-0.139319,0.12948900000000002,0.24466100000000002,-139.32,129.49,244.66,2,Olivine,Mafic
50,-0.139322,0.129358,0.24465599999999998,-139.32,129.36,244.66,2,Olivine,Mafic
51,-0.139323,0.12923800000000002,0.2446510000000001,-139.32,129.24,244.65,2,Olivine,Mafic
52,-0.139322,0.129107,0.244646,-139.32,129.11,244.65,2,Olivine,Mafic
53,-0.139326,0.128986,0.244648,-139.33,128.99,244.65,2,Olivine,Mafic
54,-0.139325,0.128865,0.244658,-139.33,128.86,244.66,2,Olivine,Mafic
55,-0.139326,0.128735,0.244669,-139.33,128.73,244.67,2,Olivine,Mafic
56,-0.139318,0.128611,0.244229,-139.32,128.61,244.23,2,Olivine,Mafic
57,-0.13931500000000002,0.128493,0.244114,-139.32,128.49,244.11,2,Olivine,Mafic
58,-0.139319,0.12836199999999998,0.244131,-139.32,128.36,244.13,2,Olivine,Mafic
59,-0.139319,0.12824100000000002,0.244142,-139.32,128.24,244.14,2,Olivine,Mafic
60,-0.139319,0.128111,0.244154,-139.32,128.11,244.15,2,Olivine,Mafic
61,-0.13932,0.12799000000000002,0.24416500000000002,-139.32,127.99,244.17,2,Olivine,Mafic
62,-0.139322,0.127868,0.244286,-139.32,127.87,244.29,2,Olivine,Mafic
63,-0.13932999999999998,0.12773199999999998,0.244536,-139.33,127.73,244.54,2,Olivine,Mafic
64,-0.139335,0.127606,0.24476399999999998,-139.33,127.61,244.76,1,Pyroxene,Mafic
65,-0.139335,0.127475,0.244783,-139.33,127.48,244.78,1,Pyroxene,Mafic
66,-0.139214,0.127476,0.24477,-139.21,127.48,244.77,2,Olivine,Mafic
67,-0.139215,0.127609,0.244633,-139.22,127.61,244.63,2,Olivine,Mafic
68,-0.13921,0.127734,0.244405,-139.21,127.73,244.4,2,Olivine,Mafic
69,-0.139206,0.127869,0.24416,-139.21,127.87,244.16,2,Olivine,Mafic
70,-0.139202,0.127993,0.243983,-139.2,127.99,243.98,2,Olivine,Mafic
71,-0.139202,0.128113,0.243973,-139.2,128.11,243.97,7,Other,Other
72,-0.139205,0.128243,0.243966,-139.2,128.24,243.97,2,Olivine,Mafic
73,-0.139205,0.128363,0.243956,-139.2,128.36,243.96,2,Olivine,Mafic
74,-0.139208,0.128493,0.24395,-139.21,128.49,243.95,1,Pyroxene,Mafic
75,-0.139216,0.128606,0.24439299999999997,-139.22,128.61,244.39,2,Olivine,Mafic
76,-0.139222,0.12873199999999999,0.244673,-139.22,128.73,244.67,2,Olivine,Mafic
77,-0.139221,0.128863,0.244662,-139.22,128.86,244.66,2,Olivine,Mafic
78,-0.139221,0.128984,0.244652,-139.22,128.98,244.65,2,Olivine,Mafic
